point_index,hole_offset_x,hole_offset_y,hole_offset_z,radius_mm,angle_deg
1,0.004242640687119285,0.0,0.0,4.242640687119285,0.0
2,-0.005418532510501152,0.0,0.004963819641429579,7.348469228349534,137.50776405003785
3,0.0008293932485894181,0.0,-0.009450508284700579,9.486832980505138,275.0155281000757
4,0.0068297092757456535,0.0,0.008908146339659771,11.224972160321824,52.52329215011349
5,-0.01253335649386283,0.0,-0.00221697428892318,12.727922061357855,190.0310562001514
6,0.011872689396667595,0.0,-0.00755243315033353,14.071247279470288,327.53882025018925
7,-0.003971182249516144,0.0,0.014772600026438404,15.297058540778355,105.04658430022698
8,-0.0075734752304431,0.0,-0.014582265699604595,16.43167672515498,242.55434835026495
9,0.01643141187800898,0.0,0.006000725264101448,17.4928556845359,20.062112400302794
10,-0.017094146069514086,0.0,0.007056215001976343,18.49324200890693,157.56987645034042
11,0.008240507969892513,0.0,-0.017609486886282003,19.442222095223578,295.0776405003785
12,0.00608952578187018,0.0,0.019414367765959784,20.346989949375804,72.58540455041634
13,-0.018353901407253757,0.0,-0.010636461024833803,21.213203435596427,210.09316860045396
14,0.021531215605743382,0.0,-0.004733577351115394,22.045407685048605,347.60093265049204
15,-0.013140165716499865,0.0,0.01869053356496067,22.847319317591722,125.10869670052989
16,-0.0030356825501158865,0.0,-0.023426152724144052,23.62202362203543,262.6164607505675
17,0.01863611341545361,0.0,0.015706536116099887,24.372115213907882,40.12422480060559
18,-0.025078366921714498,0.0,0.001037069206878791,25.09980079602227,177.63198885064367
19,0.018292743542055883,0.0,-0.018203723072618215,25.80697580112788,315.13975290068083
20,-0.0012238554138455967,0.0,0.026467001679941017,26.49528259898354,92.64751695071891
21,-0.01740560420751887,0.0,-0.02085773099287651,27.16615541441225,230.155281000757
22,0.02757239890872694,0.0,0.003709827276037717,27.82085548648711,7.663045050794608
23,-0.023362037830351696,0.0,0.016254697426073984,28.46049894151541,145.17080910083268
24,0.006383852476643048,0.0,-0.028376864300983965,29.08607914449797,282.6785731508703
25,0.014765518662897293,0.0,0.025767798870210697,29.698484809834994,60.18633720090793
26,-0.02886517622411958,0.0,-0.009208778504802992,30.298514815086232,197.694101250946
